,Gender,Age,Annual Income (k),Spending Score (1-100),Email
15336,1,59.0,137.0,83.0,wilma.thiel@hotmail.com
15337,1,29.0,120.0,39.0,muhammad.sawayn@nikolaus.com
15341,1,31.0,130.0,40.0,marquardt.sedrick@koelpin.com
15346,1,30.0,777.0,72.0,vmacejkovic@bechtelar.biz
15353,1,53.0,21.0,35.0,fritsch.edward@hotmail.com
15354,1,20.0,21.0,66.0,sgreenholt@mertz.biz
15355,1,52.0,23.0,29.0,anya.kreiger@hilpert.info
15356,1,35.0,23.0,98.0,blaise42@gmail.com
15357,1,31.0,24.0,35.0,mbaumbach@davis.com
15358,1,25.0,66.0,73.0,janis48@satterfield.net
15360,1,31.0,25.0,73.0,vkoelpin@stamm.com
15362,1,29.0,28.0,82.0,sebastian64@gmail.com
15363,1,45.0,28.0,32.0,kessler.dagmar@wilkinson.com
15364,1,35.0,88.0,50.0,emmalee.pfeffer@yahoo.com
15365,1,40.0,29.0,31.0,chermann@konopelski.com
15366,1,23.0,29.0,87.0,cpagac@gmail.com
15368,1,21.0,30.0,73.0,norene.walsh@greenfelder.net
15370,1,18.0,33.0,92.0,swift.keith@ziemann.com
15372,1,21.0,33.0,81.0,heber.cummings@hamill.info
15374,1,30.0,34.0,73.0,kylee.hill@wiegand.com
15375,1,36.0,37.0,26.0,lnitzsche@yahoo.com
15376,1,20.0,37.0,75.0,charles.stehr@gmail.com
15377,1,65.0,100.0,35.0,fschroeder@littel.com
15378,1,24.0,38.0,92.0,ralph09@hotmail.com
15379,1,48.0,39.0,36.0,xpollich@gmail.com
15380,1,45.0,39.0,61.0,amina.langosh@armstrong.info
15381,1,21.0,39.0,28.0,bianka07@yahoo.com
15382,1,24.0,230.0,65.0,yolson@steuber.com
15383,1,50.0,40.0,55.0,mmosciski@yahoo.com
15384,1,27.0,40.0,47.0,julio93@stroman.com
15385,1,29.0,40.0,42.0,welch.gerda@barton.net
15386,1,31.0,1100.0,42.0,yarmstrong@yahoo.com
15387,1,49.0,42.0,52.0,ebernier@gmail.com
15388,1,33.0,42.0,60.0,hkerluke@hotmail.com
15389,1,31.0,43.0,54.0,maiya.fisher@gmail.com
15390,1,59.0,43.0,60.0,godfrey.langosh@hintz.com
15391,1,50.0,43.0,45.0,arvel.hand@yahoo.com
15392,1,47.0,43.0,41.0,pagac.german@cummings.info
15393,1,32.0,44.0,50.0,ikulas@schaden.org
15394,1,69.0,450.0,46.0,estanton@hodkiewicz.com
15395,1,56.0,46.0,51.0,xwiegand@gmail.com
15396,1,53.0,46.0,46.0,vrice@hartmann.com
15397,1,70.0,46.0,56.0,clemens80@schultz.com
15398,1,19.0,1234.0,55.0,mlind@damore.org
15399,1,67.0,1000.0,52.0,una.orn@auer.com
15400,1,19.0,47.0,59.0,eunice88@wilderman.com
15401,1,63.0,48.0,51.0,lubowitz.lawson@williamson.biz
15402,1,18.0,48.0,59.0,gibson.gregg@little.com
15403,1,43.0,48.0,50.0,mayer.mark@hotmail.com
15404,1,68.0,48.0,48.0,walker.amelia@mcclure.com
15405,1,19.0,34.0,59.0,kassulke.shayne@schulist.com
15406,1,32.0,48.0,47.0,ykoss@gmail.com
15407,1,32.0,49.0,55.0,qkuphal@gmail.com
15408,1,47.0,49.0,42.0,lwiza@rosenbaum.com
15409,1,60.0,50.0,49.0,gschowalter@gmail.com
15410,1,60.0,111.0,56.0,maggio.omari@schuppe.biz
15411,1,59.0,54.0,47.0,stanton.williamson@legros.biz
15412,1,26.0,54.0,54.0,flavie.brown@yahoo.com
15413,1,67.0,54.0,53.0,emard.twila@rath.com
15414,1,40.0,456.0,48.0,mreilly@klocko.org
15415,1,23.0,54.0,52.0,uhomenick@schroeder.com
15416,1,49.0,54.0,42.0,kathleen07@hegmann.net
15417,1,57.0,54.0,51.0,audreanne82@ziemann.com
15419,1,67.0,54.0,41.0,ellen.johns@stanton.net
15420,1,46.0,54.0,44.0,psporer@keebler.com
15421,1,21.0,54.0,57.0,dooley.estevan@gmail.com
15422,1,48.0,54.0,46.0,cronin.elliott@yahoo.com
15423,1,19.0,678.0,58.0,sydney11@rowe.com
15424,1,22.0,57.0,55.0,ellsworth.schaden@yahoo.com
15425,1,34.0,58.0,60.0,konopelski.stephen@rosenbaum.com
15426,1,50.0,58.0,46.0,ebrown@yahoo.com
15427,1,68.0,59.0,55.0,electa03@christiansen.org
15428,1,18.0,4322.0,41.0,makayla59@hotmail.com
15429,1,48.0,60.0,49.0,ookuneva@hotmail.com
15430,1,40.0,60.0,40.0,kemmer.emanuel@nicolas.org
15431,1,32.0,60.0,42.0,kgoldner@yahoo.com
15432,1,24.0,60.0,52.0,colten58@gmail.com
15433,1,47.0,60.0,47.0,lowe.mathilde@yahoo.com
15434,1,27.0,60.0,50.0,tania96@gmail.com
15435,1,21.0,890.0,42.0,williamson.yadira@hotmail.com
15436,1,20.0,61.0,49.0,burley94@rempel.net
15437,1,23.0,62.0,41.0,kassulke.wilburn@yahoo.com
15438,1,49.0,62.0,48.0,zhamill@davis.org
15439,1,67.0,62.0,59.0,cydney.davis@gmail.com
15440,1,26.0,7890.0,55.0,lawson.macejkovic@kuhn.com
15441,1,49.0,62.0,56.0,idell92@hotmail.com
15442,1,21.0,62.0,42.0,kenton.purdy@hotmail.com
15443,1,20.0,63.0,50.0,ucassin@yahoo.com
15444,1,56.0,670.0,46.0,isidro49@gislason.com
15445,1,68.0,63.0,43.0,armstrong.liza@gmail.com
15446,1,66.0,63.0,48.0,adela14@hotmail.com
15447,1,65.0,63.0,52.0,gloria.herzog@wunsch.info
15448,1,19.0,63.0,54.0,doyle.shyanne@hotmail.com
15449,1,38.0,64.0,42.0,boyle.bethany@howe.biz
15450,1,19.0,64.0,46.0,terrell.leuschke@gmail.com
15451,1,18.0,65.0,48.0,vhoeger@rohan.net
15452,1,69.0,65.0,50.0,sanford.shanelle@kemmer.net
15453,1,63.0,1200.0,43.0,abbey03@gmail.com
15454,1,49.0,65.0,59.0,jamal67@hotmail.com
15455,1,18.0,67.0,43.0,jorge.jacobi@gmail.com
15456,1,50.0,67.0,57.0,edgardo.hill@nader.info
15457,1,27.0,67.0,56.0,dena.kerluke@gmail.com
15458,1,38.0,1167.0,40.0,nstoltenberg@nicolas.com
15459,1,40.0,69.0,58.0,renner.florida@bruen.com
15460,1,39.0,69.0,91.0,yfahey@yahoo.com
15461,1,32.0,70.0,29.0,arice@turner.com
15462,1,23.0,1234.0,77.0,xjacobs@turcotte.com
15463,1,43.0,71.0,35.0,bosco.amya@johnson.com
15464,1,40.0,71.0,95.0,elwin.borer@barton.com
15466,1,56.0,71.0,75.0,judy.reilly@rau.com
15468,1,39.0,71.0,75.0,meghan51@gmail.com
15469,1,25.0,72.0,34.0,kerluke.izaiah@weimann.org
15470,1,31.0,72.0,71.0,tillman81@feest.com
15472,1,29.0,73.0,88.0,ikunde@waters.com
15474,1,32.0,61.0,73.0,valentine93@hane.biz
15476,1,35.0,120.0,72.0,clovis20@gmail.com
15478,1,32.0,75.0,93.0,ottilie.white@hotmail.com
15479,1,28.0,76.0,40.0,rippin.roberta@huels.com
15480,1,32.0,76.0,87.0,willy58@hotmail.com
15482,1,28.0,123.0,97.0,stark.alvena@hotmail.com
15483,1,22.0,77.0,36.0,schroeder.edwin@gmail.com
15484,1,32.0,77.0,74.0,nwehner@gmail.com
15485,1,34.0,78.0,22.0,kylie31@hotmail.com
15486,1,34.0,78.0,90.0,qwelch@gmail.com
15488,1,39.0,780.0,88.0,yadira10@yahoo.com
15490,1,38.0,78.0,76.0,roberts.antonia@yahoo.com
15492,1,27.0,78.0,89.0,vroob@cummings.com
15494,1,30.0,78.0,78.0,alvena93@herzog.info
15496,1,30.0,78.0,73.0,doyle.princess@gmail.com
15497,1,56.0,79.0,35.0,aglae.daugherty@yahoo.com
15498,1,29.0,79.0,83.0,laury.doyle@stark.org
15500,1,31.0,56.0,93.0,kris.kevon@gmail.com
15501,1,50.0,85.0,26.0,dagmar71@hotmail.com
15502,1,36.0,85.0,75.0,gkohler@yahoo.com
15504,1,44.0,86.0,95.0,sdach@yahoo.com
15505,1,36.0,87.0,27.0,jeanne.kuhn@yahoo.com
15506,1,32.0,666.0,63.0,cbuckridge@botsford.com
15508,1,28.0,87.0,75.0,anibal.hyatt@veum.biz
15510,1,36.0,87.0,92.0,ncollins@hotmail.com
15512,1,30.0,88.0,86.0,hswaniawski@cummerata.net
15514,1,27.0,88.0,69.0,ayost@barrows.com
15516,1,35.0,93.0,90.0,kuhic.jimmy@white.com
15517,1,37.0,97.0,32.0,kay.schaefer@gmail.com
15518,1,32.0,987.0,86.0,igaylord@gmail.com
15520,1,29.0,98.0,88.0,zreichel@gmail.com
15521,1,41.0,99.0,39.0,eschumm@hotmail.com
15522,1,50.0,99.0,97.0,rwillms@stoltenberg.com
15523,1,54.0,101.0,24.0,keeley29@gmail.com
15524,1,28.0,101.0,68.0,concepcion.wilderman@yahoo.com
15526,1,36.0,103.0,85.0,russel.herbert@gmail.com
15527,1,34.0,1030.0,23.0,chelsea41@gmail.com
15528,1,32.0,103.0,69.0,spinka.trace@hotmail.com
15530,1,38.0,113.0,91.0,ahmad87@jaskolski.com
15532,1,23.0,120.0,79.0,eboehm@gmail.com
15533,1,45.0,126.0,28.0,connelly.eldridge@upton.com
15534,1,32.0,126.0,74.0,eliane.rippin@hotmail.com
15536,1,59.0,137.0,83.0,schulist.clara@gmail.com
15540,1,23.0,45.0,77.0,bailee.runolfsdottir@yahoo.com
15544,1,23.0,44.0,94.0,jan.botsford@ritchie.net
15550,1,24.0,55.0,77.0,raynor.ivah@deckow.biz
15553,1,53.0,21.0,35.0,bauch.alford@walker.com
15554,1,20.0,34.0,66.0,mallory27@hackett.org
15555,1,52.0,23.0,29.0,dcollins@gmail.com
15556,1,35.0,23.0,98.0,myrna88@walker.com
15557,1,35.0,24.0,35.0,wbraun@yahoo.com
15558,1,25.0,24.0,73.0,prohaska.herta@mraz.org
15560,1,31.0,25.0,73.0,jenkins.quincy@schoen.org
15561,1,39.0,28.0,78.0,ryan34@shanahan.org
15562,1,29.0,28.0,82.0,abbie.collins@yahoo.com
15563,1,45.0,234.0,32.0,sim81@yahoo.com
15564,1,35.0,28.0,61.0,deonte.towne@hotmail.com
15565,1,40.0,24.0,31.0,rbecker@yahoo.com
15566,1,23.0,234.0,87.0,reta91@gmail.com
15568,1,21.0,30.0,73.0,antoinette27@gmail.com
15570,1,18.0,123.0,92.0,melyssa81@gmail.com
15572,1,21.0,55.0,81.0,cole.abelardo@littel.org
15574,1,30.0,34.0,73.0,deckow.jarod@wiegand.com
15575,1,36.0,37.0,26.0,wyatt.daniel@ortiz.com
15576,1,20.0,23.0,75.0,johnathon.sanford@predovic.com
15577,1,65.0,38.0,35.0,pierce.tromp@gmail.com
15578,1,24.0,38.0,92.0,brekke.leda@mitchell.org
15579,1,48.0,39.0,36.0,graham.kaylah@yahoo.com
15580,1,45.0,39.0,61.0,grant.alf@pollich.net
15581,1,49.0,33.0,28.0,fanny47@pollich.com
15582,1,24.0,39.0,65.0,ejacobs@hotmail.com
15583,1,50.0,40.0,55.0,kenya38@kerluke.biz
15584,1,27.0,678.0,47.0,isidro67@hotmail.com
15585,1,29.0,40.0,42.0,katlynn48@hotmail.com
15586,1,31.0,40.0,42.0,senger.luis@gmail.com
15587,1,49.0,45.0,52.0,megane.muller@labadie.info
15588,1,33.0,42.0,60.0,javier68@gmail.com
15589,1,31.0,43.0,54.0,olga.upton@gmail.com
15590,1,59.0,43.0,60.0,maybelle.bernier@runolfsdottir.com
15591,1,50.0,43.0,45.0,zmraz@hintz.com
15592,1,47.0,43.0,41.0,ssatterfield@mills.com
15593,1,32.0,44.0,50.0,emil45@denesik.com
15594,1,69.0,44.0,46.0,josiah.ebert@yundt.com
15595,1,27.0,46.0,51.0,grace26@lebsack.com
15596,1,53.0,1200.0,46.0,abbey.corwin@hartmann.com
15597,1,70.0,46.0,56.0,vella22@bradtke.net
15598,1,19.0,46.0,55.0,klein.tanner@gmail.com
15599,1,67.0,444.0,52.0,smurray@lindgren.com
15600,1,19.0,47.0,67.0,eberge@gmail.com
15601,1,63.0,55.0,51.0,erin63@streich.com
15602,1,18.0,48.0,59.0,upton.janet@hotmail.com
15603,1,43.0,48.0,50.0,katrina.kulas@gmail.com
15604,1,68.0,48.0,48.0,mozell.prosacco@simonis.com
15605,1,19.0,1409.0,59.0,mafalda.hoeger@gmail.com
15606,1,32.0,48.0,47.0,ydaugherty@feil.net
15607,1,70.0,49.0,55.0,sophia59@wisoky.com
15608,1,47.0,123.0,42.0,preston33@paucek.com
15609,1,60.0,50.0,77.0,kutch.ole@borer.com
15610,1,60.0,50.0,56.0,roberta.shields@yahoo.com
15611,1,59.0,54.0,47.0,christy85@hettinger.com
15612,1,26.0,54.0,30.0,kwill@harber.info
15613,1,67.0,54.0,53.0,hroberts@hotmail.com
15614,1,40.0,54.0,48.0,ibalistreri@grimes.com
15615,1,23.0,54.0,52.0,jason02@yahoo.com
15616,1,49.0,111.0,42.0,kbruen@hill.com
15617,1,57.0,345.0,51.0,pagac.larue@spinka.com
15618,1,38.0,54.0,55.0,edicki@wuckert.com
15619,1,67.0,54.0,41.0,darrick.leuschke@gmail.com
15620,1,32.0,54.0,44.0,alvena.gutmann@considine.net
15621,1,21.0,54.0,57.0,jhansen@yahoo.com
15622,1,48.0,54.0,46.0,garett.homenick@hudson.com
15623,1,45.0,222.0,58.0,tromp.araceli@abernathy.com
15624,1,22.0,57.0,55.0,amy26@schowalter.net
15625,1,34.0,58.0,60.0,berniece.stamm@yahoo.com
15626,1,50.0,5670.0,46.0,pwatsica@hotmail.com
15627,1,68.0,59.0,55.0,blick.eugenia@auer.net
15628,1,18.0,666.0,41.0,zboncak.regan@yahoo.com
15629,1,48.0,60.0,49.0,orlando.flatley@gmail.com
15630,1,40.0,120.0,40.0,doyle.britney@gmail.com
15631,1,32.0,60.0,42.0,rippin.alphonso@oberbrunner.com
15632,1,24.0,60.0,52.0,corbin77@hotmail.com
15633,1,47.0,900.0,47.0,ehackett@gmail.com
15634,1,27.0,60.0,50.0,proberts@hotmail.com
15635,1,34.0,61.0,42.0,gordon.leuschke@yahoo.com
15636,1,20.0,45.0,49.0,hackett.marina@fadel.com
15637,1,30.0,137.0,83.0,conn.assunta@yahoo.com
15641,1,23.0,45.0,77.0,jo35@hotmail.com
15645,1,23.0,44.0,94.0,kemmer.kayley@hotmail.com
15651,1,24.0,55.0,77.0,swift.darion@gmail.com
15654,1,53.0,21.0,35.0,welch.olin@hotmail.com
15655,1,20.0,34.0,66.0,zelma.volkman@yahoo.com
15656,1,52.0,23.0,29.0,amely.reilly@stoltenberg.com
15657,1,35.0,999.0,98.0,annamae.kertzmann@miller.com
15658,1,35.0,24.0,35.0,wilderman.mya@collins.biz
15659,1,25.0,24.0,73.0,cwest@gmail.com
15661,1,31.0,25.0,73.0,elaina.dickinson@strosin.com
15663,1,29.0,28.0,82.0,ucrist@yahoo.com
15664,1,45.0,28.0,32.0,xkozey@reichel.com
15665,1,35.0,28.0,61.0,macey.hegmann@yahoo.com
15666,1,40.0,435.0,31.0,haven59@hotmail.com
15667,1,23.0,29.0,87.0,judge95@jakubowski.com
15669,1,21.0,30.0,73.0,cmann@oberbrunner.biz
15671,1,18.0,123.0,92.0,marcella30@hotmail.com
15673,1,21.0,33.0,81.0,pfritsch@hudson.com
15675,1,30.0,34.0,73.0,sincere99@reynolds.net
15676,1,36.0,37.0,26.0,zoila95@conroy.info
15677,1,20.0,23.0,75.0,sarah.rosenbaum@schulist.com
15678,1,65.0,222.0,35.0,genevieve.leuschke@hotmail.com
15679,1,24.0,38.0,92.0,ali73@hotmail.com
15680,1,48.0,39.0,36.0,verna.emard@lang.org
15681,1,45.0,39.0,61.0,pstracke@durgan.org
15682,1,49.0,33.0,28.0,nicolette62@champlin.org
15683,1,24.0,39.0,65.0,emelie81@gmail.com
15684,1,50.0,670.0,55.0,rachel65@mcdermott.info
15685,1,27.0,40.0,47.0,hirthe.anna@yahoo.com
15686,1,29.0,40.0,42.0,hilton.williamson@yahoo.com
15687,1,31.0,40.0,42.0,germaine10@schroeder.com
15688,1,49.0,45.0,52.0,daufderhar@yahoo.com
15689,1,33.0,42.0,60.0,obie95@will.info
15690,1,31.0,43.0,54.0,magnus74@schinner.com
15691,1,59.0,43.0,60.0,thelma.kutch@hotmail.com
15692,1,50.0,43.0,45.0,qlebsack@hotmail.com
15693,1,47.0,660.0,41.0,khalid.nolan@okeefe.info
15694,1,32.0,44.0,50.0,jakubowski.jacquelyn@gmail.com
15695,1,69.0,44.0,46.0,mboyle@yahoo.com
15696,1,27.0,46.0,51.0,tschroeder@hermiston.com
15697,1,53.0,666.0,46.0,collins.susana@gmail.com
15698,1,70.0,46.0,56.0,tremaine.abbott@hotmail.com
15699,1,19.0,46.0,55.0,lois.heathcote@hotmail.com
15700,1,67.0,47.0,52.0,cordie.oconnell@yahoo.com
15701,1,19.0,47.0,59.0,orlo23@renner.com
15702,1,63.0,450.0,51.0,yfeest@klocko.com
15703,1,18.0,48.0,59.0,lura04@hotmail.com
15704,1,43.0,48.0,50.0,felipa.dietrich@zemlak.com
15705,1,68.0,48.0,48.0,cameron33@auer.com
15706,1,19.0,48.0,59.0,reilly.hoyt@yahoo.com
15707,1,32.0,48.0,47.0,darion95@yahoo.com
15708,1,70.0,49.0,55.0,lisa.gusikowski@walter.info
15709,1,47.0,123.0,42.0,amanda43@walsh.com
15710,1,60.0,50.0,49.0,shayne.wolf@shields.info
15711,1,60.0,500.0,56.0,aohara@connelly.com
15712,1,59.0,54.0,47.0,loyal49@weissnat.info
15713,1,26.0,54.0,54.0,will.lisa@gmail.com
15714,1,67.0,54.0,53.0,eupton@langworth.com
15715,1,40.0,54.0,48.0,wuckert.hilario@jakubowski.com
15716,1,23.0,54.0,52.0,rolando.schroeder@gmail.com
15717,1,49.0,111.0,42.0,stefan64@corkery.com
15718,1,57.0,54.0,51.0,aisha35@gmail.com
15719,1,38.0,54.0,55.0,tanner62@conn.org
15720,1,67.0,2290.0,41.0,norval37@welch.biz
15721,1,46.0,54.0,44.0,quitzon.wilburn@reynolds.com
15722,1,21.0,54.0,57.0,kelsie00@hotmail.com
15723,1,48.0,54.0,46.0,kmayert@yahoo.com
15724,1,45.0,222.0,58.0,tristin.leffler@hotmail.com
15725,1,22.0,57.0,55.0,yolanda30@gmail.com
15726,1,34.0,58.0,60.0,shanny.wisozk@yahoo.com
15727,1,50.0,58.0,46.0,koch.melisa@hotmail.com
15728,1,68.0,59.0,55.0,ihoeger@hotmail.com
15729,1,18.0,560.0,41.0,milton45@klocko.info
15730,1,48.0,60.0,49.0,leonora53@yahoo.com
15731,1,40.0,60.0,40.0,alex36@upton.org
15732,1,32.0,60.0,42.0,vonrueden.casey@gmail.com
15733,1,24.0,60.0,36.0,nicolas.santino@casper.biz
15734,1,47.0,60.0,47.0,erik14@parisian.org
15735,1,27.0,60.0,50.0,braun.christian@gmail.com
15736,1,34.0,61.0,42.0,gislason.dwight@schroeder.com
15737,1,20.0,45.0,49.0,johnson.jon@hotmail.com
15738,1,23.0,790.0,41.0,doris60@corwin.info
15739,1,49.0,62.0,48.0,kirk99@yahoo.com
15740,1,67.0,62.0,59.0,xmueller@gmail.com
15741,1,26.0,62.0,55.0,jdickinson@orn.com
15742,1,49.0,62.0,56.0,dledner@hotmail.com
15743,1,21.0,62.0,42.0,ncummings@kling.com
15744,1,66.0,54.0,50.0,korey.jaskolski@yahoo.com
15745,1,56.0,63.0,46.0,effertz.dejuan@kuhlman.org
15746,1,68.0,63.0,43.0,qhyatt@hirthe.com
15747,1,66.0,63.0,48.0,morissette.rafaela@gmail.com
15748,1,65.0,63.0,52.0,pmuller@yahoo.com
15749,1,19.0,63.0,54.0,danny98@hotmail.com
15750,1,38.0,64.0,42.0,christophe74@hotmail.com
15751,1,19.0,64.0,46.0,lorena89@streich.com
15752,1,18.0,65.0,48.0,ebogisich@macejkovic.com
15753,1,69.0,65.0,50.0,feil.jean@yahoo.com
15754,1,63.0,65.0,43.0,pacocha.enoch@gmail.com
15755,1,49.0,65.0,59.0,russell.strosin@stiedemann.com
15756,1,51.0,999.0,43.0,reichert.emmalee@mohr.com
15757,1,50.0,67.0,57.0,patience73@kirlin.biz
15758,1,27.0,67.0,56.0,uriel.leffler@yahoo.com
15759,1,38.0,67.0,40.0,beier.dennis@yahoo.com
15760,1,40.0,44.0,58.0,dillan34@swaniawski.com
15761,1,39.0,69.0,91.0,shaniya53@yahoo.com
15762,1,23.0,70.0,29.0,rodriguez.claire@hotmail.com
15763,1,23.0,70.0,77.0,cledner@hotmail.com
15764,1,43.0,71.0,35.0,owen.runolfsson@greenfelder.com
15765,1,40.0,71.0,95.0,marjorie.emard@marvin.org
15767,1,38.0,789.0,75.0,lindsey.pfannerstill@abernathy.com
15769,1,39.0,71.0,75.0,awyman@von.info
15770,1,25.0,72.0,34.0,serena.harvey@reichert.info
15771,1,31.0,72.0,71.0,emmanuel65@yahoo.com
15772,1,35.0,500.0,55.0,jeramy44@jaskolski.com
15773,1,29.0,73.0,88.0,ksawayn@dibbert.org
15775,1,32.0,73.0,73.0,yroberts@ratke.com
15777,1,35.0,74.0,72.0,mgreenfelder@gmail.com
15779,1,32.0,908.0,93.0,braulio.daugherty@jaskolski.biz
15780,1,28.0,76.0,40.0,flemke@ziemann.com
15781,1,32.0,76.0,87.0,hoppe.coty@yahoo.com
15783,1,28.0,77.0,97.0,xzavier.graham@yahoo.com
15784,1,25.0,77.0,36.0,abner.pacocha@hotmail.com
15785,1,32.0,77.0,74.0,esther.bernhard@watsica.net
15786,1,34.0,78.0,22.0,runte.johnathon@yahoo.com
15787,1,34.0,230.0,88.0,heaney.heidi@king.com
15789,1,39.0,78.0,88.0,cledner@gmail.com
15791,1,38.0,78.0,76.0,myrl99@grimes.com
15793,1,27.0,78.0,89.0,brett61@thompson.com
15795,1,30.0,78.0,78.0,rhett58@senger.com
15796,1,34.0,78.0,40.0,amber55@hotmail.com
15797,1,30.0,78.0,73.0,agoyette@hackett.biz
15798,1,56.0,79.0,35.0,elza.parisian@robel.org
15799,1,29.0,79.0,83.0,tyson85@yahoo.com
15801,1,44.0,81.0,93.0,jrunte@yahoo.com
15802,1,50.0,85.0,26.0,hudson.thalia@hudson.net
15803,1,36.0,85.0,75.0,casimir66@turner.net
15805,1,33.0,86.0,95.0,glarkin@yahoo.com
15806,1,36.0,777.0,27.0,tkertzmann@gmail.com
15807,1,32.0,87.0,63.0,cheyanne72@yahoo.com
15808,1,40.0,87.0,50.0,rosamond.gulgowski@yahoo.com
15809,1,28.0,87.0,75.0,halvorson.julio@hotmail.com
15811,1,36.0,87.0,92.0,darien.roob@hotmail.com
15813,1,30.0,88.0,86.0,kurtis.walsh@hotmail.com
15815,1,27.0,88.0,69.0,victoria.littel@bogan.info
15817,1,35.0,93.0,66.0,runolfsson.lelah@hotmail.com
15818,1,37.0,97.0,32.0,batz.lucy@hotmail.com
15819,1,32.0,97.0,86.0,bradley18@hotmail.com
15821,1,29.0,98.0,88.0,dwindler@von.com
15822,1,60.0,99.0,39.0,manuel.lebsack@smith.com
15823,1,50.0,99.0,97.0,homenick.jaida@keebler.info
15824,1,54.0,101.0,24.0,pagac.paul@yahoo.com
15825,1,28.0,101.0,68.0,athena97@grant.com
15827,1,36.0,103.0,85.0,ora.wintheiser@feeney.net
15828,1,34.0,103.0,23.0,spencer.oma@hane.com
15829,1,32.0,55.0,69.0,yost.simone@brakus.com
15831,1,38.0,113.0,91.0,clyde.raynor@lehner.org
15833,1,23.0,120.0,79.0,zsenger@gibson.com
15834,1,45.0,126.0,28.0,hickle.aniyah@yahoo.com
15835,1,32.0,145.0,74.0,ymraz@mertz.com
15837,1,59.0,137.0,83.0,treutel.hudson@waters.com
15838,1,29.0,120.0,39.0,sjacobson@gmail.com
15842,1,31.0,130.0,40.0,koch.narciso@gmail.com
15854,1,53.0,21.0,35.0,krussel@bauch.info
15855,1,20.0,21.0,66.0,dmacejkovic@hotmail.com
15856,1,52.0,23.0,29.0,ramon.durgan@hotmail.com
15857,1,35.0,23.0,98.0,nicholaus.wunsch@towne.com
15858,1,31.0,24.0,91.0,mills.virginia@gmail.com
15859,1,25.0,24.0,73.0,bode.verlie@hackett.com
15861,1,31.0,25.0,73.0,mchristiansen@yahoo.com
15863,1,29.0,28.0,82.0,eolson@marvin.com
15864,1,45.0,28.0,32.0,alexis.daniel@gmail.com
15865,1,35.0,28.0,50.0,julio.schuppe@keebler.net
15866,1,40.0,29.0,31.0,marjolaine99@olson.com
15867,1,23.0,29.0,87.0,harold17@bartell.com
15869,1,21.0,30.0,73.0,klocko.marina@romaguera.com
15871,1,18.0,33.0,92.0,runolfsdottir.rosa@yahoo.com
15873,1,21.0,33.0,81.0,marilou.bartell@kertzmann.com
15875,1,30.0,34.0,73.0,cale.lehner@gmail.com
15876,1,36.0,37.0,26.0,halle80@beahan.org
15877,1,20.0,222.0,75.0,letitia.weissnat@hotmail.com
15878,1,65.0,38.0,35.0,albert.gusikowski@abernathy.biz
15879,1,24.0,38.0,77.0,rosalee22@olson.biz
15880,1,48.0,39.0,36.0,hillard.dibbert@erdman.com
15881,1,45.0,39.0,61.0,hattie99@mayer.info
15882,1,21.0,39.0,28.0,halie48@yahoo.com
15883,1,24.0,230.0,65.0,phermann@hotmail.com
15884,1,50.0,40.0,55.0,paolo.rosenbaum@turner.info
15885,1,27.0,40.0,47.0,branson.deckow@yahoo.com
15886,1,29.0,40.0,42.0,asatterfield@gmail.com
15887,1,31.0,40.0,42.0,drolfson@kovacek.biz
15888,1,49.0,42.0,52.0,hershel48@kshlerin.com
15889,1,33.0,42.0,60.0,tristin03@goldner.com
15890,1,31.0,43.0,54.0,breitenberg.lou@becker.org
15891,1,59.0,43.0,60.0,joelle72@hotmail.com
15892,1,50.0,43.0,45.0,lexie27@yahoo.com
15893,1,47.0,43.0,41.0,pschultz@kihn.com
15894,1,32.0,44.0,50.0,zulauf.obie@littel.com
15895,1,69.0,450.0,46.0,kbernier@gmail.com
15896,1,56.0,46.0,51.0,uriel06@yahoo.com
15897,1,53.0,46.0,66.0,devin.howe@hotmail.com
15898,1,70.0,46.0,56.0,zelma72@tromp.biz
15899,1,19.0,46.0,55.0,margarete.torp@yahoo.com
15900,1,67.0,1000.0,52.0,skyla68@bartoletti.com
15901,1,19.0,47.0,59.0,brandyn.braun@gmail.com
15902,1,63.0,48.0,51.0,qrath@gmail.com
15903,1,18.0,48.0,59.0,cmayert@swaniawski.info
15904,1,43.0,48.0,50.0,boyle.katlyn@howell.org
15905,1,68.0,48.0,48.0,patsy95@gutkowski.com
15906,1,19.0,645.0,59.0,mayert.elian@gmail.com
15907,1,32.0,48.0,47.0,adolfo.rice@braun.net
15908,1,32.0,49.0,55.0,kassandra41@yahoo.com
15909,1,47.0,49.0,90.0,jwalter@hotmail.com
15910,1,60.0,50.0,49.0,rkiehn@borer.net
15911,1,60.0,50.0,56.0,viola.schaden@medhurst.com
15912,1,59.0,54.0,47.0,haley.marjorie@hotmail.com
15913,1,26.0,54.0,54.0,darryl.bahringer@gmail.com
15914,1,67.0,54.0,53.0,krolfson@flatley.com
15915,1,40.0,456.0,48.0,rodrigo.cartwright@hotmail.com
15916,1,23.0,54.0,52.0,erdman.delaney@halvorson.com
15917,1,49.0,54.0,42.0,hraynor@gmail.com
15918,1,57.0,54.0,51.0,qluettgen@schroeder.com
15919,1,38.0,334.0,55.0,christopher.beier@yahoo.com
15920,1,67.0,54.0,41.0,eudora46@rolfson.com
15921,1,46.0,54.0,44.0,gregoria32@gmail.com
15922,1,21.0,54.0,57.0,etrantow@hotmail.com
